categoria,url
CASES,https://abcnews.go.com/Business
CASES,https://arstechnica.com/tag/fraud/
CASES,https://edition.cnn.com/business
CASES,https://fortune.com/
CASES,https://krebsonsecurity.com/category/data-breaches/
CASES,https://krebsonsecurity.com/category/pharma-wars/
CASES,https://securityintelligence.com/category/fraud-protection/
CASES,https://seekingalpha.com/
CASES,https://techcrunch.com/tag/fraud/
CASES,https://threatpost.com/category/financial-fraud/
CASES,https://www.acfcs.org/blog/
CASES,https://www.actionfraud.police.uk/fraud-az
CASES,https://www.actionfraud.police.uk/news
CASES,https://www.americanbanker.com/tag/fraud
CASES,https://www.aml-magazine.com/
CASES,https://www.anti-moneylaundering.com/news/
CASES,https://www.bankinfosecurity.com/fraud-c-144
CASES,https://www.bankinfosecurity.com/payments-c-78
CASES,https://www.bankingdive.com/topic/fraud-risk/
CASES,https://www.barrons.com/
CASES,https://www.bbc.com/news/business
CASES,https://www.bbc.com/news/topics/c008ql15vpyt/fraud
CASES,https://www.bleepingcomputer.com/tag/fraud/
CASES,https://www.bloomberg.com/fraud-watch
CASES,https://www.businessinsider.com/
CASES,https://www.buzzfeednews.com/section/finance
CASES,https://www.cbsnews.com/money/
CASES,https://www.cftc.gov/PressRoom/PressReleases
CASES,https://www.cftc.gov/PressRoom/SpeechesTestimony
CASES,https://www.chicagotribune.com/business/
CASES,https://www.cnbc.com/cybersecurity/
CASES,https://www.cnet.com/tags/scams/
CASES,https://www.complianceweek.com/fraud/
CASES,https://www.consumer.ftc.gov/articles/how-recognize-and-avoid-phishing-scams
CASES,https://www.consumer.ftc.gov/features/scam-alerts
CASES,https://www.csoonline.com/category/fraud-prevention/
CASES,https://www.darkreading.com/attacks-breaches
CASES,https://www.dfs.ny.gov/reports_and_publications/press_releases
CASES,https://www.europol.europa.eu/crime-areas-and-statistics/crime-areas/cybercrime
CASES,https://www.europol.europa.eu/crime-areas-and-statistics/crime-areas/economic-crime
CASES,https://www.europol.europa.eu/newsroom
CASES,https://www.fbi.gov/investigate/white-collar-crime
CASES,https://www.fbi.gov/news/stories
CASES,https://www.fca.org.uk/news/news-stories
CASES,https://www.fccaml.org/publications/
CASES,https://www.fincen.gov/news-room/news-releases
CASES,https://www.finextra.com/channel/security
CASES,https://www.finextra.com/newsarticle/fraud
CASES,https://www.forbes.com/cybersecurity/
CASES,https://www.foxbusiness.com/
CASES,https://www.fraud-magazine.com/
CASES,https://www.ft.com/stream/fraud
CASES,https://www.ftc.gov/news-events/data-visualizations/data-spotlight
CASES,https://www.globalinvestigationsreview.com/
CASES,https://www.helpnetsecurity.com/category/fraud/
CASES,https://www.ic3.gov/Home/AnnualReports
CASES,https://www.ic3.gov/Home/ComplaintStats
CASES,https://www.ice.gov/news/releases
CASES,https://www.icij.org/investigations/
CASES,https://www.independent.co.uk/news/business
CASES,https://www.infosecurity-magazine.com/news/fraud/
CASES,https://www.interpol.int/en/Crimes/Financial-crime
CASES,https://www.interpol.int/en/News-and-Events/News
CASES,https://www.investopedia.com/
CASES,https://www.jdsupra.com/topics/fraud/
CASES,https://www.justice.gov/criminal-fraud/significant-fraud-cases
CASES,https://www.justice.gov/usao/pressrelease-fraud
CASES,https://www.latimes.com/business
CASES,https://www.lexology.com/hub/financial-crime
CASES,https://www.marketwatch.com/
CASES,https://www.moneylaundering.com/news/
CASES,https://www.nationalcrimeagency.gov.uk/news
CASES,https://www.nbcnews.com/business
CASES,https://www.nytimes.com/section/business
CASES,https://www.occrp.org/en/investigations
CASES,https://www.paymentscardsandmobile.com/fraud/
CASES,https://www.paymentsjournal.com/category/fraud/
CASES,https://www.propublica.org/topics/finance
CASES,https://www.pymnts.com/fraud-prevention/
CASES,https://www.regulationasia.com/category/anti-money-laundering/
CASES,https://www.reuters.com/business/finance/
CASES,https://www.scmagazine.com/topic/fraud
CASES,https://www.sec.gov/litigation/litreleases.shtml
CASES,https://www.sec.gov/news/pressreleases
CASES,https://www.sfo.gov.uk/news/
CASES,https://www.telegraph.co.uk/business/
CASES,https://www.theguardian.com/business/banking
CASES,https://www.theguardian.com/uk/business
CASES,https://www.theintercept.com/collections/finances/
CASES,https://www.thestreet.com/
CASES,https://www.theverge.com/tech/scams
CASES,https://www.transparency.org/en/news
CASES,https://www.treasury.gov/press-center/press-releases
CASES,https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Pages/default.aspx
CASES,https://www.unodc.org/unodc/en/money-laundering/index.html
CASES,https://www.vice.com/en/section/money
CASES,https://www.washingtonpost.com/business/
CASES,https://www.wired.com/tag/fraud/
CASES,https://www.wsj.com/news/markets/banking
CASES,https://www.zdnet.com/topic/security/
DATASET,https://archive.ics.uci.edu/dataset/bank+marketing
DATASET,https://archive.ics.uci.edu/dataset/default+of+credit+card+clients
DATASET,https://archive.ics.uci.edu/dataset/online+shoppers+purchasing+intention+dataset
DATASET,https://archive.ics.uci.edu/dataset/polish+companies+bankruptcy+data
DATASET,https://archive.ics.uci.edu/dataset/statlog+australian+credit+approval
DATASET,https://archive.ics.uci.edu/dataset/statlog+german+credit+data
DATASET,https://archive.ics.uci.edu/dataset/taiwanese+bankruptcy+prediction
DATASET,https://data.mendeley.com/datasets/fraud-detection
DATASET,https://data.world/datasets/fraud
DATASET,https://datasetsearch.research.google.com/search?query=fraud%20detection
DATASET,https://dataverse.harvard.edu/dataset.xhtml?persistentId=fraud
DATASET,https://figshare.com/articles/dataset/Credit_Card_Fraud/12345
DATASET,https://figshare.com/search?q=fraud+detection
DATASET,https://fred.stlouisfed.org/categories/32360
DATASET,https://github.com/FeatureLabs/compose
DATASET,https://github.com/FraudDetection/Datasets
DATASET,https://github.com/IBM/TabFormer
DATASET,https://github.com/Netflix/Surus
DATASET,https://github.com/PaddlePaddle/PGL
DATASET,https://github.com/Paypal/sqrl
DATASET,https://github.com/YingtongDou/CARE-GNN
DATASET,https://github.com/acsicuib/YAFS
DATASET,https://github.com/airbnb/knowledge-repo
DATASET,https://github.com/aldro61/fraud-detection-tutorial
DATASET,https://github.com/alibaba/graph-learn
DATASET,https://github.com/amazon-research/fraud-dataset
DATASET,https://github.com/amazon-science/fraud-dataset-benchmark
DATASET,https://github.com/awslabs/graph-fraud-detection
DATASET,https://github.com/awslabs/realtime-fraud-detection-with-gnn-on-dgl
DATASET,https://github.com/benedekrozemberczki/pytorch_geometric_temporal
DATASET,https://github.com/catboost/catboost
DATASET,https://github.com/dmlc/dgl
DATASET,https://github.com/dmlc/xgboost
DATASET,https://github.com/eBay/DAGBagM
DATASET,https://github.com/eBay/nubes
DATASET,https://github.com/linkedin/isolation-forest
DATASET,https://github.com/logpai/loghub
DATASET,https://github.com/lyft/flytekit
DATASET,https://github.com/microsoft/LightGBM
DATASET,https://github.com/numenta/NAB
DATASET,https://github.com/numerai/numerai-datasets
DATASET,https://github.com/oreilly-mlsec/practical-ml-for-cybersecurity
DATASET,https://github.com/paypal/seern
DATASET,https://github.com/pinterest/querybook
DATASET,https://github.com/rusty1s/pytorch_geometric
DATASET,https://github.com/safe-graph/DGFraud
DATASET,https://github.com/safe-graph/GNN-FakeNews
DATASET,https://github.com/scikit-learn-contrib/imbalanced-learn
DATASET,https://github.com/snap-stanford/ogb
DATASET,https://github.com/stellargraph/stellargraph
DATASET,https://github.com/synthetic-fraud-detection/synthetic-fraud-detection
DATASET,https://github.com/twitter/AnomalyDetection
DATASET,https://github.com/uber/orbit
DATASET,https://github.com/williamleif/GraphSAGE
DATASET,https://github.com/yzhao062/pyod
DATASET,https://github.com/ziyuqiu/sms-spam-data
DATASET,https://huggingface.co/datasets/Hellisotherpeople/financial_phrasebank
DATASET,https://huggingface.co/datasets/SetFit/banking77
DATASET,https://huggingface.co/datasets/credit-card-fraud
DATASET,https://huggingface.co/datasets/financial_reports
DATASET,https://ieee-dataport.org/open-access/credit-card-fraud-detection
DATASET,https://openml.org/d/1597
DATASET,https://openml.org/d/29
DATASET,https://openml.org/d/31
DATASET,https://openml.org/d/40499
DATASET,https://openml.org/d/40536
DATASET,https://openml.org/d/41162
DATASET,https://openml.org/d/44
DATASET,https://paperswithcode.com/dataset/bank-marketing
DATASET,https://paperswithcode.com/dataset/creditcard
DATASET,https://paperswithcode.com/dataset/elliptic
DATASET,https://paperswithcode.com/dataset/german-credit
DATASET,https://paperswithcode.com/dataset/ieee-cis-fraud-detection
DATASET,https://registry.opendata.aws/amazon-reviews-ml/
DATASET,https://registry.opendata.aws/deutsche-boerse-pds/
DATASET,https://www.kaggle.com/datasets/amandam1/fraud-detection-example-dataset
DATASET,https://www.kaggle.com/datasets/anandshaw2001/bitcoin-network-transactional-data
DATASET,https://www.kaggle.com/datasets/ankitkalauni/bank-loan-defaulter-prediction-hackathon
DATASET,https://www.kaggle.com/datasets/arjunbhasin2013/ccdata
DATASET,https://www.kaggle.com/datasets/arjunjoshua/synthetic-fraud-detection-dataset
DATASET,https://www.kaggle.com/datasets/atulmittal199174/credit-risk-data-prediction
DATASET,https://www.kaggle.com/datasets/aungpyaeap/supermarket-sales
DATASET,https://www.kaggle.com/datasets/ayushtankha/insurance-premium-prediction
DATASET,https://www.kaggle.com/datasets/berkaybayraktar/synthetic-transaction-data-for-aml
DATASET,https://www.kaggle.com/datasets/burak3ergun/loan-data-set
DATASET,https://www.kaggle.com/datasets/carrie1/ecommerce-data
DATASET,https://www.kaggle.com/datasets/chitwanmanchanda/fraudulent-transactions-data
DATASET,https://www.kaggle.com/datasets/cityapiio/hotel-booking-demand-fraud
DATASET,https://www.kaggle.com/datasets/computingvictor/transactions-fraud-datasets
DATASET,https://www.kaggle.com/datasets/dermisfit/fraud-transactions-dataset
DATASET,https://www.kaggle.com/datasets/ealaxi/paysim1
DATASET,https://www.kaggle.com/datasets/ealtman2019/ibm-transactions-for-anti-money-laundering-aml
DATASET,https://www.kaggle.com/datasets/ellipticco/elliptic-data-set
DATASET,https://www.kaggle.com/datasets/feedzai/bank-account-fraud-dataset-neurips-2022
DATASET,https://www.kaggle.com/datasets/gopalmahadevan/fraud-detection-example
DATASET,https://www.kaggle.com/datasets/gpreda/ieee-cis-fraud-detection
DATASET,https://www.kaggle.com/datasets/hemanthsai7/loandefault
DATASET,https://www.kaggle.com/datasets/hendrycahyono/credit-card-fraud-detection-dataset
DATASET,https://www.kaggle.com/datasets/isabbaggin/internet-network-traffic
DATASET,https://www.kaggle.com/datasets/itsmesunil/bank-loan-modelling
DATASET,https://www.kaggle.com/datasets/jainilcoder/online-payment-fraud-detection
DATASET,https://www.kaggle.com/datasets/janiobachmann/bank-marketing-dataset
DATASET,https://www.kaggle.com/datasets/kapturovalexander/bank-credit-scoring
DATASET,https://www.kaggle.com/datasets/kartik2112/fraud-detection
DATASET,https://www.kaggle.com/datasets/kelvinkelue/credit-card-fraud-prediction
DATASET,https://www.kaggle.com/datasets/laotse/credit-risk-dataset
