categoria,url
PAPER,http://doras.dcu.ie/17373
PAPER,http://doras.dcu.ie/18093/1/Adrian_Mos_20130116123408.pdf
PAPER,http://doras.dcu.ie/20223
PAPER,http://doras.dcu.ie/20803
PAPER,http://doras.dcu.ie/22187
PAPER,http://etd.repository.ugm.ac.id/home/detail_pencarian/66406
PAPER,http://etheses.dur.ac.uk/2149
PAPER,http://ethesis.nitrkl.ac.in/8836
PAPER,http://repository.uinjkt.ac.id/dspace/handle/123456789/33918
PAPER,http://repository.unsoed.ac.id/1075
PAPER,http://shura.shu.ac.uk/24949
PAPER,https://air.unimi.it/handle/2434/214610
PAPER,https://amsdottorato.unibo.it/id/eprint/4858
PAPER,https://amsdottorato.unibo.it/id/eprint/9058
PAPER,https://archive-ouverte.unige.ch/unige:1823
PAPER,https://archives.mountainscholar.org/digital/collection/p17393coll20/id/14795
PAPER,https://brocku.scholaris.ca/handle/10464/13771
PAPER,https://bura.brunel.ac.uk/handle/2438/17556
PAPER,https://bura.brunel.ac.uk/handle/2438/18208
PAPER,https://bura.brunel.ac.uk/handle/2438/5831
PAPER,https://bura.brunel.ac.uk/handle/2438/7668
PAPER,https://bura.brunel.ac.uk/handle/2438/8538
PAPER,https://carleton.scholaris.ca/handle/20.500.14718/31322
PAPER,https://carleton.scholaris.ca/handle/20.500.14718/33442
PAPER,https://carleton.scholaris.ca/handle/20.500.14718/38554
PAPER,https://carleton.scholaris.ca/handle/20.500.14718/40055
PAPER,https://carleton.scholaris.ca/handle/20.500.14718/40540
PAPER,https://carleton.scholaris.ca/handle/20.500.14718/41089
PAPER,https://carleton.scholaris.ca/handle/20.500.14718/41617
PAPER,https://carleton.scholaris.ca/handle/20.500.14718/43090
PAPER,https://cid.org/0000-0003-4798-5364
PAPER,https://cris.maastrichtuniversity.nl/en/publications/audit-quality-in-a-regulatory-context-empirical-studies-on-public
PAPER,https://digital.lib.washington.edu/researchworks/handle/1773/35186
PAPER,https://digital.lib.washington.edu/researchworks/items/3e98a59a-68c5-4b57-a71d-e1ed725af753
PAPER,https://digital.library.unt.edu/ark:/67531/metadc2048683
PAPER,https://digital.library.unt.edu/ark:/67531/metadc2866
PAPER,https://digital.library.unt.edu/ark:/67531/metadc4883
PAPER,https://digital.sandiego.edu/dissertations/1
PAPER,https://digital.sandiego.edu/dissertations/175
PAPER,https://digitalcommons.fiu.edu/etd/2212
PAPER,https://digitalcommons.fiu.edu/etd/2254
PAPER,https://digitalcommons.fiu.edu/etd/4450
PAPER,https://digitalcommons.mtu.edu/etdr/856
PAPER,https://digiverse.chula.ac.th/Info/item/dc:23672
PAPER,https://digiverse.chula.ac.th/Info/item/dc:36411
PAPER,https://digiverse.chula.ac.th/Info/item/dc:47405
PAPER,https://dione.lib.unipi.gr/xmlui/handle/unipi/12635
PAPER,https://dione.lib.unipi.gr/xmlui/handle/unipi/8619
PAPER,https://dora.dmu.ac.uk/handle/2086/17520
PAPER,https://dora.dmu.ac.uk/handle/2086/3836
PAPER,https://dr.lib.iastate.edu/handle/20.500.12876/nrQBKKWz
PAPER,https://drum.lib.umd.edu/handle/1903/16894
PAPER,https://drum.lib.umd.edu/handle/1903/9289
PAPER,https://dspace.lib.cranfield.ac.uk/handle/1826/12739
PAPER,https://dspace.lib.cranfield.ac.uk/handle/1826/4471
PAPER,https://dspace.lib.cranfield.ac.uk/handle/1826/8054
PAPER,https://dspace.library.uu.nl/handle/1874/416588
PAPER,https://dspace.mit.edu/handle/1721.1/104327
PAPER,https://dspace.mit.edu/handle/1721.1/104999
PAPER,https://dspace.mit.edu/handle/1721.1/107602
PAPER,https://dspace.mit.edu/handle/1721.1/111452
PAPER,https://dspace.mit.edu/handle/1721.1/112061
PAPER,https://dspace.mit.edu/handle/1721.1/120609
PAPER,https://dspace.mit.edu/handle/1721.1/162944
PAPER,https://dspace.mit.edu/handle/1721.1/87367
PAPER,https://dspace.mit.edu/handle/1721.1/90709
PAPER,https://dspace.mit.edu/handle/1721.1/99584
PAPER,https://dspace.nm-aist.ac.tz/items/52bf31dd-2fcf-4a92-a221-2dce21ed0374
PAPER,https://dspace.nm-aist.ac.tz/items/f8b39b47-6d33-4c67-b62b-b5cba2bd0671
PAPER,https://dspace.ut.ee/handle/10062/29468
PAPER,https://dspace.ut.ee/handle/10062/68089
PAPER,https://dspace.ut.ee/handle/10062/68785
PAPER,https://dukespace.lib.duke.edu//handle/10161/11707
PAPER,https://ediss.uni-goettingen.de/handle/11858/00-1735-0000-002E-E31B-2
PAPER,https://esource.dbs.ie/handle/10788/3645
PAPER,https://figshare.utas.edu.au/articles/thesis/Investigating_organisational_aspects_of_cyber_resilience_in_large_organisations/23253815
PAPER,https://hal.science/tel-04337702
PAPER,https://hammer.purdue.edu/articles/thesis/A_MACHINE_LEARNING_BASED_WEB_SERVICE_FOR_MALICIOUS_URL_DETECTION_IN_A_BROWSER/11359691/1
PAPER,https://ir.library.louisville.edu/etd/2584
PAPER,https://ir.library.louisville.edu/etd/3028
PAPER,https://ir.library.louisville.edu/etd/433
PAPER,https://ir.uitm.edu.my/id/eprint/7871
PAPER,https://irlib.pccu.edu.tw//handle/987654321/54535
PAPER,https://jyx.jyu.fi/jyx/Record/jyx_123456789_69763
PAPER,https://kuscholarworks.ku.edu/handle/1808/7811
PAPER,https://laur.lau.edu.lb:8443/xmlui/handle/10725/13920
PAPER,https://libraetd.lib.virginia.edu/public_view/n583xv002
PAPER,https://lutpub.lut.fi/handle/10024/161887
PAPER,https://macau.uni-kiel.de/receive/diss_mods_00006369
PAPER,https://macsphere.mcmaster.ca/handle/11375/14096
PAPER,https://madoc.bib.uni-mannheim.de/2270
PAPER,https://mavmatrix.uta.edu/accounting_dissertations/22
PAPER,https://mavmatrix.uta.edu/infosystemsopmanage_dissertations/23
PAPER,https://minerva-access.unimelb.edu.au/handle/11343/127257
PAPER,https://minerva-access.unimelb.edu.au/handle/11343/35567
PAPER,https://mospace.umsystem.edu/handle/10355/72278
PAPER,https://mountainscholar.org/items/9bbc2fd2-6e42-473e-a839-a2df9b80502d
PAPER,https://mspace.lib.umanitoba.ca/handle/1993/34516
PAPER,https://nva.sikt.no/registration/0198eadc8f88-cac66852-3795-4a92-9a43-207ecf6206d8
PAPER,https://nva.sikt.no/registration/0198eb473627-39224a61-9d72-4ccc-b828-a6bb020bd742
PAPER,https://nva.sikt.no/registration/0198eb57fe47-247a62f9-28c5-4a1e-95ef-e971d6e42c0d
PAPER,https://nva.sikt.no/registration/0198eca8cf30-2e67502f-4b6b-4132-87d7-3408d57727c5
PAPER,https://nva.sikt.no/registration/0198ecb13847-96162c5c-c0db-48a0-8c9e-a6b5b5e1ee9f
PAPER,https://nva.sikt.no/registration/0198ecc491a6-a92bc815-cc57-4a57-8380-d546be27a14e
PAPER,https://nva.sikt.no/registration/0198ecce5a77-6e34632f-1d0f-4e5e-ad97-88a640a576b1
PAPER,https://nva.sikt.no/registration/0198eccef229-f8e41573-5196-406c-844e-62b54ce126d7
PAPER,https://nva.sikt.no/registration/01990b17db3f-984600f7-d317-4a12-87a4-619c26268a6e
PAPER,https://nva.sikt.no/registration/01990b8229d7-992edbd5-bd1c-48d4-8bf6-9cebb2eac5f3
PAPER,https://nva.sikt.no/registration/01990baa992e-6b8ab2b8-d625-48a2-9ad9-ee1d83b95a3c
